Time,Temperatur,pH,Temperatur_Membership_Params,PH_Membership_Params,Temperatur_Memberships,PH_Memberships,Takaran_Membership_Params,Takaran_Memberships,Alpha_Predikats,a_values
2024-09-01 18:02,24.94,6.73,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.03, 'normal': 0.97, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.8795}","{'Rule 2': 0.97, 'Rule 5': 0.03}","[{'alpha_level': 0.97, 'a_values': [35.32, 37.3]}, {'alpha_level': 0.03, 'a_values': [26.17, 37.3]}]"
2024-09-02 08:02,23.13,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.935, 'normal': 0.065, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.065, 'Rule 5': 0.935}","[{'alpha_level': 0.935, 'a_values': [27.85, 31.83]}, {'alpha_level': 0.065, 'a_values': [26.23, 37.3]}]"
2024-09-02 18:01,24.38,6.75,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.31, 'normal': 0.69, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.3586, 'banyak': 0.3207}","{'Rule 2': 0.69, 'Rule 5': 0.31}","[{'alpha_level': 0.69, 'a_values': [34.28, 37.3]}, {'alpha_level': 0.31, 'a_values': [26.69, 37.3]}]"
2024-09-03 08:02,23.94,6.59,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.53, 'normal': 0.47, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.9603, 'banyak': 0.0199}","{'Rule 2': 0.47, 'Rule 5': 0.53}","[{'alpha_level': 0.53, 'a_values': [27.1, 32.58]}, {'alpha_level': 0.47, 'a_values': [26.99, 32.69, 33.46, 37.3]}]"
2024-09-03 18:02,24.25,6.72,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.375, 'normal': 0.625, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.5527, 'banyak': 0.2236}","{'Rule 2': 0.625, 'Rule 5': 0.375}","[{'alpha_level': 0.625, 'a_values': [34.04, 37.3]}, {'alpha_level': 0.375, 'a_values': [26.81, 32.87, 33.1, 37.3]}]"
2024-09-04 08:01,25.19,6.62,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [35.44, 37.3]}]"
2024-09-04 18:02,24.81,6.75,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.095, 'normal': 0.905, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.724}","{'Rule 2': 0.905, 'Rule 5': 0.095}","[{'alpha_level': 0.905, 'a_values': [35.08, 37.3]}, {'alpha_level': 0.095, 'a_values': [26.29, 37.3]}]"
2024-09-05 08:02,25.44,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [35.44, 37.3]}]"
2024-09-05 18:02,24.75,6.75,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.125, 'normal': 0.875, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.6584}","{'Rule 2': 0.875, 'Rule 5': 0.125}","[{'alpha_level': 0.875, 'a_values': [34.97, 37.3]}, {'alpha_level': 0.125, 'a_values': [26.34, 37.3]}]"
2024-09-06 08:01,24.81,6.57,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.095, 'normal': 0.905, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.724}","{'Rule 2': 0.905, 'Rule 5': 0.095}","[{'alpha_level': 0.905, 'a_values': [35.08, 37.3]}, {'alpha_level': 0.095, 'a_values': [26.29, 37.3]}]"
2024-09-06 18:02,24.69,6.76,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.155, 'normal': 0.845, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [22.38, 22.38, 26.11, 27.975], 'sedang': [26.11, 27.975, 31.705, 33.57], 'banyak': [31.705, 35.435, 37.3, 37.3]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.5962}","{'Rule 2': 0.845, 'Rule 5': 0.155}","[{'alpha_level': 0.845, 'a_values': [34.86, 37.3]}, {'alpha_level': 0.155, 'a_values': [26.4, 37.3]}]"
2024-09-07 08:02,24.69,6.59,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.155, 'normal': 0.845, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.5962}","{'Rule 2': 0.845, 'Rule 5': 0.155}","[{'alpha_level': 0.845, 'a_values': [36.4, 38.95]}, {'alpha_level': 0.155, 'a_values': [27.57, 38.95]}]"
2024-09-07 18:02,24.88,6.71,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.06, 'normal': 0.94, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.8053}","{'Rule 2': 0.94, 'Rule 5': 0.06}","[{'alpha_level': 0.94, 'a_values': [36.77, 38.95]}, {'alpha_level': 0.06, 'a_values': [27.38, 38.95]}]"
2024-09-08 08:02,23.88,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.56, 'normal': 0.44, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.44, 'Rule 5': 0.56}","[{'alpha_level': 0.56, 'a_values': [28.36, 33.96]}, {'alpha_level': 0.44, 'a_values': [28.12, 34.2, 34.82, 38.95]}]"
2024-09-08 18:02,25.13,6.71,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [37.0, 38.95]}]"
2024-09-09 08:02,23.5,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.75, 'normal': 0.25, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.25, 'Rule 5': 0.75}","[{'alpha_level': 0.75, 'a_values': [28.73, 33.59]}, {'alpha_level': 0.25, 'a_values': [27.75, 38.95]}]"
2024-09-09 18:02,25.69,6.74,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [37.0, 38.95]}]"
2024-09-10 08:01,23.75,6.64,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.625, 'normal': 0.375, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.375, 'Rule 5': 0.625}","[{'alpha_level': 0.625, 'a_values': [28.48, 33.84]}, {'alpha_level': 0.375, 'a_values': [28.0, 34.32, 34.57, 38.95]}]"
2024-09-10 18:02,25.13,6.74,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [37.0, 38.95]}]"
2024-09-11 08:02,23.56,6.66,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.72, 'normal': 0.28, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.28, 'Rule 5': 0.72}","[{'alpha_level': 0.72, 'a_values': [28.67, 33.65]}, {'alpha_level': 0.28, 'a_values': [27.81, 38.95]}]"
2024-09-11 18:02,25.44,6.74,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.9583}",{'Rule 2': 1.0},"[{'alpha_level': 1.0, 'a_values': [37.0, 38.95]}]"
2024-09-12 08:02,22.88,6.64,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [29.21, 33.11]}]"
2024-09-12 18:02,24.88,6.73,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.06, 'normal': 0.94, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.0, 'banyak': 0.8053}","{'Rule 2': 0.94, 'Rule 5': 0.06}","[{'alpha_level': 0.94, 'a_values': [36.77, 38.95]}, {'alpha_level': 0.06, 'a_values': [27.38, 38.95]}]"
2024-09-13 08:00,21.94,6.54,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [29.21, 33.11]}]"
2024-09-13 18:00,24.38,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.31, 'normal': 0.69, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [23.37, 23.37, 27.265, 29.2125], 'sedang': [27.265, 29.2125, 33.1075, 35.055], 'banyak': [33.1075, 37.0025, 38.95, 38.95]}","{'sedikit': 0.0, 'sedang': 0.3586, 'banyak': 0.3207}","{'Rule 2': 0.69, 'Rule 5': 0.31}","[{'alpha_level': 0.69, 'a_values': [35.8, 38.95]}, {'alpha_level': 0.31, 'a_values': [27.87, 38.95]}]"
2024-09-14 08:00,22.0,6.57,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-14 18:00,24.19,6.67,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.405, 'normal': 0.595, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.6368, 'banyak': 0.1816}","{'Rule 2': 0.595, 'Rule 5': 0.405}","[{'alpha_level': 0.595, 'a_values': [37.2, 40.9]}, {'alpha_level': 0.405, 'a_values': [29.46, 35.98, 36.42, 40.9]}]"
2024-09-15 08:00,21.88,6.53,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-15 18:00,24.44,6.65,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.28, 'normal': 0.72, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.2624, 'banyak': 0.3688}","{'Rule 2': 0.72, 'Rule 5': 0.28}","[{'alpha_level': 0.72, 'a_values': [37.71, 40.9]}, {'alpha_level': 0.28, 'a_values': [29.2, 40.9]}]"
2024-09-16 08:00,22.38,6.57,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}",{'Rule 5': 1.0},"[{'alpha_level': 1.0, 'a_values': [30.68, 34.76]}]"
2024-09-16 18:00,24.31,6.68,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.345, 'normal': 0.655, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 1.0, 'basa': 0.0}","{'sedikit': [24.54, 24.54, 28.63, 30.675], 'sedang': [28.63, 30.675, 34.765, 36.81], 'banyak': [34.765, 38.855, 40.9, 40.9]}","{'sedikit': 0.0, 'sedang': 0.4654, 'banyak': 0.2673}","{'Rule 2': 0.655, 'Rule 5': 0.345}","[{'alpha_level': 0.655, 'a_values': [37.44, 40.9]}, {'alpha_level': 0.345, 'a_values': [29.34, 36.1, 36.18, 40.9]}]"
