Temperature,pH,LobsterWeight,feed_amount
30.10,7.90,100.00,4.09
30.20,7.90,100.00,4.06
30.30,7.90,100.00,4.04
30.40,7.90,100.00,4.02
30.50,7.90,100.00,3.99
30.60,7.90,100.00,3.97
30.70,7.90,100.00,3.94
30.80,7.90,100.00,3.92
30.90,7.90,100.00,3.89
31.00,7.90,100.00,3.86
23.00,8.00,100.00,3.82
23.10,8.00,100.00,3.85
23.20,8.00,100.00,3.88
23.30,8.00,100.00,3.91
23.40,8.00,100.00,3.94
23.50,8.00,100.00,3.96
23.60,8.00,100.00,3.98
23.70,8.00,100.00,4.01
23.80,8.00,100.00,4.03
23.90,8.00,100.00,4.05
24.00,8.00,100.00,4.08
24.10,8.00,100.00,4.10
24.20,8.00,100.00,4.13
24.30,8.00,100.00,4.15
24.40,8.00,100.00,4.18
24.50,8.00,100.00,4.21
24.60,8.00,100.00,4.25
24.70,8.00,100.00,4.28
24.80,8.00,100.00,4.32
24.90,8.00,100.00,4.36
25.00,8.00,100.00,4.40
29.00,8.00,100.00,4.40
29.10,8.00,100.00,4.36
29.20,8.00,100.00,4.32
29.30,8.00,100.00,4.28
29.40,8.00,100.00,4.25
29.50,8.00,100.00,4.21
29.60,8.00,100.00,4.18
29.70,8.00,100.00,4.15
29.80,8.00,100.00,4.13
29.90,8.00,100.00,4.10
30.00,8.00,100.00,4.08
30.10,8.00,100.00,4.05
30.20,8.00,100.00,4.03
30.30,8.00,100.00,4.01
30.40,8.00,100.00,3.98
30.50,8.00,100.00,3.96
30.60,8.00,100.00,3.94
30.70,8.00,100.00,3.91
30.80,8.00,100.00,3.88
30.90,8.00,100.00,3.85
31.00,8.00,100.00,3.82
23.00,8.10,100.00,3.78
23.10,8.10,100.00,3.81
23.20,8.10,100.00,3.84
23.30,8.10,100.00,3.87
23.40,8.10,100.00,3.90
23.50,8.10,100.00,3.93
23.60,8.10,100.00,3.95
23.70,8.10,100.00,3.98
23.80,8.10,100.00,4.00
23.90,8.10,100.00,4.02
24.00,8.10,100.00,4.05
24.10,8.10,100.00,4.07
24.20,8.10,100.00,4.09
24.30,8.10,100.00,4.12
24.40,8.10,100.00,4.15
24.50,8.10,100.00,4.18
24.60,8.10,100.00,4.21
24.70,8.10,100.00,4.24
24.80,8.10,100.00,4.27
24.90,8.10,100.00,4.31
25.00,8.10,100.00,4.35
29.00,8.10,100.00,4.35
29.10,8.10,100.00,4.31
29.20,8.10,100.00,4.27
29.30,8.10,100.00,4.24
29.40,8.10,100.00,4.21
29.50,8.10,100.00,4.18
29.60,8.10,100.00,4.15
29.70,8.10,100.00,4.12
29.80,8.10,100.00,4.09
29.90,8.10,100.00,4.07
30.00,8.10,100.00,4.05
30.10,8.10,100.00,4.02
30.20,8.10,100.00,4.00
30.30,8.10,100.00,3.98
30.40,8.10,100.00,3.95
30.50,8.10,100.00,3.93
30.60,8.10,100.00,3.90
30.70,8.10,100.00,3.87
30.80,8.10,100.00,3.84
30.90,8.10,100.00,3.81
31.00,8.10,100.00,3.78
23.00,8.20,100.00,3.74
23.10,8.20,100.00,3.77
23.20,8.20,100.00,3.81
23.30,8.20,100.00,3.84
23.40,8.20,100.00,3.87
23.50,8.20,100.00,3.89
23.60,8.20,100.00,3.92
23.70,8.20,100.00,3.95
23.80,8.20,100.00,3.97
23.90,8.20,100.00,3.99
24.00,8.20,100.00,4.01
24.10,8.20,100.00,4.04
24.20,8.20,100.00,4.06
24.30,8.20,100.00,4.09
24.40,8.20,100.00,4.11
24.50,8.20,100.00,4.14
24.60,8.20,100.00,4.17
24.70,8.20,100.00,4.20
24.80,8.20,100.00,4.23
24.90,8.20,100.00,4.27
25.00,8.20,100.00,4.30
29.00,8.20,100.00,4.30
29.10,8.20,100.00,4.27
29.20,8.20,100.00,4.23
29.30,8.20,100.00,4.20
29.40,8.20,100.00,4.17
29.50,8.20,100.00,4.14
29.60,8.20,100.00,4.11
29.70,8.20,100.00,4.09
29.80,8.20,100.00,4.06
29.90,8.20,100.00,4.04
30.00,8.20,100.00,4.01
30.10,8.20,100.00,3.99
30.20,8.20,100.00,3.97
30.30,8.20,100.00,3.95
30.40,8.20,100.00,3.92
30.50,8.20,100.00,3.89
30.60,8.20,100.00,3.87
30.70,8.20,100.00,3.84
30.80,8.20,100.00,3.81
30.90,8.20,100.00,3.77
31.00,8.20,100.00,3.74
23.00,8.30,100.00,3.70
23.10,8.30,100.00,3.73
23.20,8.30,100.00,3.77
23.30,8.30,100.00,3.80
23.40,8.30,100.00,3.83
23.50,8.30,100.00,3.86
23.60,8.30,100.00,3.89
23.70,8.30,100.00,3.91
23.80,8.30,100.00,3.94
23.90,8.30,100.00,3.96
24.00,8.30,100.00,3.99
24.10,8.30,100.00,4.01
24.20,8.30,100.00,4.03
24.30,8.30,100.00,4.05
24.40,8.30,100.00,4.08
24.50,8.30,100.00,4.11
24.60,8.30,100.00,4.13
24.70,8.30,100.00,4.16
24.80,8.30,100.00,4.19
24.90,8.30,100.00,4.23
25.00,8.30,100.00,4.26
29.00,8.30,100.00,4.26
29.10,8.30,100.00,4.23
29.20,8.30,100.00,4.19
29.30,8.30,100.00,4.16
29.40,8.30,100.00,4.13
29.50,8.30,100.00,4.11
29.60,8.30,100.00,4.08
29.70,8.30,100.00,4.05
29.80,8.30,100.00,4.03
29.90,8.30,100.00,4.01
30.00,8.30,100.00,3.99
30.10,8.30,100.00,3.96
30.20,8.30,100.00,3.94
30.30,8.30,100.00,3.91
30.40,8.30,100.00,3.89
30.50,8.30,100.00,3.86
30.60,8.30,100.00,3.83
30.70,8.30,100.00,3.80
30.80,8.30,100.00,3.77
30.90,8.30,100.00,3.73
31.00,8.30,100.00,3.70
23.00,8.40,100.00,3.65
23.10,8.40,100.00,3.69
23.20,8.40,100.00,3.73
23.30,8.40,100.00,3.76
23.40,8.40,100.00,3.79
23.50,8.40,100.00,3.82
23.60,8.40,100.00,3.85
23.70,8.40,100.00,3.88
23.80,8.40,100.00,3.91
23.90,8.40,100.00,3.93
24.00,8.40,100.00,3.95
24.10,8.40,100.00,3.98
24.20,8.40,100.00,4.00
24.30,8.40,100.00,4.02
24.40,8.40,100.00,4.05
24.50,8.40,100.00,4.07
24.60,8.40,100.00,4.10
24.70,8.40,100.00,4.13
24.80,8.40,100.00,4.16
24.90,8.40,100.00,4.19
25.00,8.40,100.00,4.22
29.00,8.40,100.00,4.22
29.10,8.40,100.00,4.19
29.20,8.40,100.00,4.16
29.30,8.40,100.00,4.13
29.40,8.40,100.00,4.10
29.50,8.40,100.00,4.07
29.60,8.40,100.00,4.05
29.70,8.40,100.00,4.02
29.80,8.40,100.00,4.00
29.90,8.40,100.00,3.98
30.00,8.40,100.00,3.95
30.10,8.40,100.00,3.93
30.20,8.40,100.00,3.91
30.30,8.40,100.00,3.88
30.40,8.40,100.00,3.85
30.50,8.40,100.00,3.82
30.60,8.40,100.00,3.79
30.70,8.40,100.00,3.76
30.80,8.40,100.00,3.73
30.90,8.40,100.00,3.69
31.00,8.40,100.00,3.65
23.00,8.50,100.00,3.60
23.10,8.50,100.00,3.64
23.20,8.50,100.00,3.68
23.30,8.50,100.00,3.72
23.40,8.50,100.00,3.75
23.50,8.50,100.00,3.79
23.60,8.50,100.00,3.82
23.70,8.50,100.00,3.85
23.80,8.50,100.00,3.87
23.90,8.50,100.00,3.90
24.00,8.50,100.00,3.92
24.10,8.50,100.00,3.95
24.20,8.50,100.00,3.97
24.30,8.50,100.00,3.99
24.40,8.50,100.00,4.02
24.50,8.50,100.00,4.04
24.60,8.50,100.00,4.06
24.70,8.50,100.00,4.09
24.80,8.50,100.00,4.12
24.90,8.50,100.00,4.15
25.00,8.50,100.00,4.18
29.00,8.50,100.00,4.18
29.10,8.50,100.00,4.15
29.20,8.50,100.00,4.12
29.30,8.50,100.00,4.09
29.40,8.50,100.00,4.06
29.50,8.50,100.00,4.04
29.60,8.50,100.00,4.02
29.70,8.50,100.00,3.99
29.80,8.50,100.00,3.97
29.90,8.50,100.00,3.95
30.00,8.50,100.00,3.92
30.10,8.50,100.00,3.90
30.20,8.50,100.00,3.87
30.30,8.50,100.00,3.85
30.40,8.50,100.00,3.82
30.50,8.50,100.00,3.79
30.60,8.50,100.00,3.75
30.70,8.50,100.00,3.72
30.80,8.50,100.00,3.68
30.90,8.50,100.00,3.64
31.00,8.50,100.00,3.60
23.00,8.60,100.00,3.55
23.10,8.60,100.00,3.60
23.20,8.60,100.00,3.64
23.30,8.60,100.00,3.68
23.40,8.60,100.00,3.71
23.50,8.60,100.00,3.75
23.60,8.60,100.00,3.78
23.70,8.60,100.00,3.81
23.80,8.60,100.00,3.83
23.90,8.60,100.00,3.86
24.00,8.60,100.00,3.89
24.10,8.60,100.00,3.91
24.20,8.60,100.00,3.94
24.30,8.60,100.00,3.96
24.40,8.60,100.00,3.98
24.50,8.60,100.00,4.01
24.60,8.60,100.00,4.03
24.70,8.60,100.00,4.06
24.80,8.60,100.00,4.08
24.90,8.60,100.00,4.11
25.00,8.60,100.00,4.14
29.00,8.60,100.00,4.14
29.10,8.60,100.00,4.11
29.20,8.60,100.00,4.08
29.30,8.60,100.00,4.06
29.40,8.60,100.00,4.03
29.50,8.60,100.00,4.01
29.60,8.60,100.00,3.98
29.70,8.60,100.00,3.96
29.80,8.60,100.00,3.94
29.90,8.60,100.00,3.91
30.00,8.60,100.00,3.89
30.10,8.60,100.00,3.86
30.20,8.60,100.00,3.83
30.30,8.60,100.00,3.81
30.40,8.60,100.00,3.78
30.50,8.60,100.00,3.75
30.60,8.60,100.00,3.71
30.70,8.60,100.00,3.68
30.80,8.60,100.00,3.64
30.90,8.60,100.00,3.60
31.00,8.60,100.00,3.55
23.00,8.70,100.00,3.50
23.10,8.70,100.00,3.55
23.20,8.70,100.00,3.59
23.30,8.70,100.00,3.63
23.40,8.70,100.00,3.67
23.50,8.70,100.00,3.70
23.60,8.70,100.00,3.73
23.70,8.70,100.00,3.76
23.80,8.70,100.00,3.79
23.90,8.70,100.00,3.82
24.00,8.70,100.00,3.85
24.10,8.70,100.00,3.88
24.20,8.70,100.00,3.90
24.30,8.70,100.00,3.93
24.40,8.70,100.00,3.95
24.50,8.70,100.00,3.98
24.60,8.70,100.00,4.00
24.70,8.70,100.00,4.02
24.80,8.70,100.00,4.05
24.90,8.70,100.00,4.08
25.00,8.70,100.00,4.10
29.00,8.70,100.00,4.10
29.10,8.70,100.00,4.08
29.20,8.70,100.00,4.05
29.30,8.70,100.00,4.02
29.40,8.70,100.00,4.00
29.50,8.70,100.00,3.98
29.60,8.70,100.00,3.95
29.70,8.70,100.00,3.93
29.80,8.70,100.00,3.90
29.90,8.70,100.00,3.88
30.00,8.70,100.00,3.85
30.10,8.70,100.00,3.82
30.20,8.70,100.00,3.79
30.30,8.70,100.00,3.76
30.40,8.70,100.00,3.73
30.50,8.70,100.00,3.70
30.60,8.70,100.00,3.67
30.70,8.70,100.00,3.63
30.80,8.70,100.00,3.59
30.90,8.70,100.00,3.55
31.00,8.70,100.00,3.50
23.00,8.80,100.00,3.44
23.10,8.80,100.00,3.49
23.20,8.80,100.00,3.54
23.30,8.80,100.00,3.58
23.40,8.80,100.00,3.62
23.50,8.80,100.00,3.65
23.60,8.80,100.00,3.69
23.70,8.80,100.00,3.72
23.80,8.80,100.00,3.75
23.90,8.80,100.00,3.78
24.00,8.80,100.00,3.81
24.10,8.80,100.00,3.84
24.20,8.80,100.00,3.86
24.30,8.80,100.00,3.89
24.40,8.80,100.00,3.92
24.50,8.80,100.00,3.94
24.60,8.80,100.00,3.97
24.70,8.80,100.00,3.99
24.80,8.80,100.00,4.02
24.90,8.80,100.00,4.04
25.00,8.80,100.00,4.07
29.00,8.80,100.00,4.07
29.10,8.80,100.00,4.04
29.20,8.80,100.00,4.02
29.30,8.80,100.00,3.99
29.40,8.80,100.00,3.97
29.50,8.80,100.00,3.94
29.60,8.80,100.00,3.92
29.70,8.80,100.00,3.89
29.80,8.80,100.00,3.86
29.90,8.80,100.00,3.84
30.00,8.80,100.00,3.81
30.10,8.80,100.00,3.78
30.20,8.80,100.00,3.75
30.30,8.80,100.00,3.72
30.40,8.80,100.00,3.69
30.50,8.80,100.00,3.65
30.60,8.80,100.00,3.62
30.70,8.80,100.00,3.58
30.80,8.80,100.00,3.54
30.90,8.80,100.00,3.49
31.00,8.80,100.00,3.44
23.00,8.90,100.00,3.38
23.10,8.90,100.00,3.43
23.20,8.90,100.00,3.48
23.30,8.90,100.00,3.52
23.40,8.90,100.00,3.56
23.50,8.90,100.00,3.60
23.60,8.90,100.00,3.63
23.70,8.90,100.00,3.67
23.80,8.90,100.00,3.70
23.90,8.90,100.00,3.73
24.00,8.90,100.00,3.77
24.10,8.90,100.00,3.80
24.20,8.90,100.00,3.82
24.30,8.90,100.00,3.85
24.40,8.90,100.00,3.88
24.50,8.90,100.00,3.91
24.60,8.90,100.00,3.93
24.70,8.90,100.00,3.96
24.80,8.90,100.00,3.98
24.90,8.90,100.00,4.01
25.00,8.90,100.00,4.03
29.00,8.90,100.00,4.03
29.10,8.90,100.00,4.01
29.20,8.90,100.00,3.98
29.30,8.90,100.00,3.96
29.40,8.90,100.00,3.93
29.50,8.90,100.00,3.91
29.60,8.90,100.00,3.88
29.70,8.90,100.00,3.85
29.80,8.90,100.00,3.82
29.90,8.90,100.00,3.80
30.00,8.90,100.00,3.77
30.10,8.90,100.00,3.73
30.20,8.90,100.00,3.70
30.30,8.90,100.00,3.67
30.40,8.90,100.00,3.63
30.50,8.90,100.00,3.60
30.60,8.90,100.00,3.56
30.70,8.90,100.00,3.52
30.80,8.90,100.00,3.48
30.90,8.90,100.00,3.43
31.00,8.90,100.00,3.38
23.00,9.00,100.00,3.32
23.10,9.00,100.00,3.37
23.20,9.00,100.00,3.41
23.30,9.00,100.00,3.46
23.40,9.00,100.00,3.50
23.50,9.00,100.00,3.54
23.60,9.00,100.00,3.58
23.70,9.00,100.00,3.62
23.80,9.00,100.00,3.65
23.90,9.00,100.00,3.69
24.00,9.00,100.00,3.72
24.10,9.00,100.00,3.75
24.20,9.00,100.00,3.78
24.30,9.00,100.00,3.81
24.40,9.00,100.00,3.84
24.50,9.00,100.00,3.87
24.60,9.00,100.00,3.90
24.70,9.00,100.00,3.92
24.80,9.00,100.00,3.95
24.90,9.00,100.00,3.97
25.00,9.00,100.00,4.00
29.00,9.00,100.00,4.00
29.10,9.00,100.00,3.97
29.20,9.00,100.00,3.95
29.30,9.00,100.00,3.92
29.40,9.00,100.00,3.90
29.50,9.00,100.00,3.87
29.60,9.00,100.00,3.84
29.70,9.00,100.00,3.81
29.80,9.00,100.00,3.78
29.90,9.00,100.00,3.75
30.00,9.00,100.00,3.72
30.10,9.00,100.00,3.69
30.20,9.00,100.00,3.65
30.30,9.00,100.00,3.62
30.40,9.00,100.00,3.58
30.50,9.00,100.00,3.54
30.60,9.00,100.00,3.50
30.70,9.00,100.00,3.46
30.80,9.00,100.00,3.41
30.90,9.00,100.00,3.37
31.00,9.00,100.00,3.32
